Indeks produktu;Nazwa;Cena;Cena netto;Kategoria;Opis;Adresy URL zdjęcia (x,y,z...)
391;CHŁOPIEC Z CHMUR / familijny / od 7 lat / dubbing;27,90 zł;22,68 zł;Nowy Sącz Helios;Czas trwania: 113 min.Od lat: 7Produkcja: Francja/ Norwegia [2019], Premiera: 03.12.2021 (Polska)<br><br>Reżyseria:<br>Nicolas Vanier<br><br>Gatunek: ['Przygodowy', 'Familijny']<br><br>Scenariusz:<br>Lilou Fogli, Christian Moullec, Matthieu Petit, Nicolas Vanier<br><br>Obsada:<br>Jean-Paul Rouve, Melanie Doutey, Louise Vazquez, Dominique Pinon<br><br>Opis:<br>Najnowszy film mistrza kina familijnego Nicolasa Vaniera, autora niezapomnianego hitu „Bella i Sebastian”.  Prawdziwa historia, która poruszyła całą Europę.  Opowieść o niezwykłej przyjaźni, wielkiej odwadze i przygodzie, która odmieni życie pewnego chłopca i jego skrzydlatych przyjaciół.  Dla Thomasa, chłopca zanurzonego w świecie gier video, pomysł spędzenia wakacji z ojcem, zapalonym ornitologiem Christianem (nagrodzony Cezarem, znany z hitów „Asteriks i Obeliks: Misja Kleopatra”, „Nowych przygód Aladyna” oraz „Niczego nie żałuję – Edith Piaf” Jean-Paul Rouve), wydaje się koszmarem. Gdy naukowiec oznajmia, że chce uczyć zagrożone wyginięciem dzikie gęsi migrowania, chłopiec myśli, że rodzic stracił rozum. Ale skazany na całodobową opiekę nad świeżo wyklutymi pisklakami chłopiec przywiązuje się coraz bardziej do skrzydlatych przyjaciół. Podniebna podróż z Norwegii aż do Francji jest nie tylko ostatnią szansą na przetrwanie przeuroczych ptaków, ale też przygodą życia dla Thomasa i wydarzeniem, którym emocjonowała się cała Europa.;https://ftmp.helios.pl/Get/file/mvpstr/22380/1636461320,https://ftmp.helios.pl/Get/file/mvpic/105754/1636381270,https://ftmp.helios.pl/Get/file/mvpic/105755/1636381270,https://ftmp.helios.pl/Get/file/mvpic/105756/1636381270,https://ftmp.helios.pl/Get/file/mvpic/105757/1636381270,https://ftmp.helios.pl/Get/file/mvpic/105758/1636381270,https://ftmp.helios.pl/Get/file/mvpic/105759/1636381270,https://ftmp.helios.pl/Get/file/mvpic/105760/1636381270
392;355 / napisy;27,90 zł;22,68 zł;Nowy Sącz Helios;Czas trwania: 123 min.Od lat: 15Produkcja: USA [2022], Premiera: 14.01.2022 (Polska)<br><br>Reżyseria:<br>Simon Kinberg<br><br>Gatunek: ['Thriller', 'Akcja']<br><br>Scenariusz:<br>Theresa Rebeck<br><br>Obsada:<br>Sebastian Stan, Jessica Chastain, Penelope Cruz<br><br>Opis:<br>Największe agencje wywiadowcze z różnych stron świata wpadają na trop międzynarodowej organizacji przestępczej, która planuje globalny atak zagrażający bezpieczeństwu ludzkości. Jest oczywiste, że żaden nawet amerykański wywiad w pojedynkę nie ma szans w konfrontacji z nowym zagrożeniem. Do życia powołana zostaje więc międzynarodowa ściśle tajna super grupa pod kryptonimem 355, w skład której wchodzą najlepsze agentki z nierzadko wrogich sobie wywiadów. Grupa indywidualności o niezwykłych zdolnościach i umiejętnościach musi pokonać dzielące je różnice i stanąć do walki o bezpieczeństwo świata.;https://ftmp.helios.pl/Get/file/mvpstr/22579/1639397798,https://ftmp.helios.pl/Get/file/mvpic/106663/1640172267,https://ftmp.helios.pl/Get/file/mvpic/106664/1640172303,https://ftmp.helios.pl/Get/file/mvpic/106665/1640172318,https://ftmp.helios.pl/Get/file/mvpic/106666/1640172329,https://ftmp.helios.pl/Get/file/mvpic/106667/1640172350,https://ftmp.helios.pl/Get/file/mvpic/106668/1640172363,https://ftmp.helios.pl/Get/file/mvpic/106669/1640172380,https://ftmp.helios.pl/Get/file/mvpic/106670/1640172411,https://ftmp.helios.pl/Get/file/mvpic/106671/1640172440,https://ftmp.helios.pl/Get/file/mvpic/106672/1640172492
393;O CZYM DZISIAJ MARZĄ ZWIERZĘTA / familijny / od 6 lat / dubbing;27,90 zł;22,68 zł;Nowy Sącz Helios;Czas trwania: 86 min.Od lat: 6Produkcja: Australia [2022], Premiera: 14.01.2022 (Polska)<br><br>Reżyseria:<br>Ricard Cusso<br><br>Gatunek: ['Animacja']<br><br>Scenariusz:<br>Matthew James Kinmonth<br><br>Obsada:<br>Deborah Mailman, Ed Oxenbould, Frank Woodley<br><br>Opis:<br>Maggie jest pomysłowym wombatem, a Bradley to miłość jej życia i najlepszy przyjaciel, który zaginął jakiś czas temu w tajemniczych okolicznościach. Zaniepokojona, ale i pełna nadziei Maggie nie ustaje w poszukiwaniach ukochanego. Pewnego dnia natyka na nietypową sytuację i przypadkiem ratuje z opresji innego futrzaka – niepozornego Ptysia. Tak zaczyna się ich przyjaźń oraz nieoczekiwana kariera Maggie jako superbohaterki, która - nie do końca wierząc w swoje możliwości – początkowo niezbyt chętnie zamienia piżamę na kostium, zakłada maskę i rusza w miasto. Na swojej drodze spotka Supernielota, który również patroluje ulice wypatrując złoczyńców oraz podejrzanie przemiłą koalę dbającą o kariery superbohaterów. Dzięki nowej roli, Maggie wpada także na trop prowadzący do rozwiązania zagadki zaginięcia jej ukochanego oraz ratuje z opresji wiele zwierzaków będących w potrzebie. Najwyższy czas, aby przekonać się, że prawdziwi bohaterowie to nie ich kostiumy ani maski, tylko odwaga, wiara w siebie i dobre serce – a tego wszystkiego Maggie ma pod dostatkiem!;https://ftmp.helios.pl/Get/file/mvpstr/22894/1639473665,https://ftmp.helios.pl/Get/file/mvpic/106350/1639481212,https://ftmp.helios.pl/Get/file/mvpic/106351/1639481130,https://ftmp.helios.pl/Get/file/mvpic/106352/1639481151,https://ftmp.helios.pl/Get/file/mvpic/106353/1639481166,https://ftmp.helios.pl/Get/file/mvpic/106354/1639481182,https://ftmp.helios.pl/Get/file/mvpic/106355/1639481225,https://ftmp.helios.pl/Get/file/mvpic/106356/1639481244,https://ftmp.helios.pl/Get/file/mvpic/106357/1639481266
394;SING 2 / familijny / od 6 lat / dubbing;27,90 zł;22,68 zł;Nowy Sącz Helios;Czas trwania: 110 min.Od lat: 6Produkcja: Francja/Japonia/USA [2021], Premiera: 21.01.2022 (Polska)<br><br>Reżyseria:<br>Garth Jennings<br><br>Gatunek: ['Komedia', 'Animacja', 'Musical']<br><br>Scenariusz:<br>Garth Jennings<br><br>Obsada:<br>Małgorzata Socha, Jarosław Boberek<br><br>Opis:<br>Miś koala - Buster Moon i gwiazdorska obsada jego teatru pragną wystąpić na olśniewającej, wspaniałej i ekstrawaganckiej scenie. Jest tylko jeden haczyk: najpierw muszą przekonać najbardziej samotną gwiazdę rocka na świecie, aby do nich dołączyła. Buster i jego ekipa zmienili teatr New Moon we wspaniałe miejsce, ale Buster chciałby, aby nowy spektakl zadebiutował na scenie teatru Crystal w olśniewającym mieście Redshore.Ale bez koneksji, Buster i jego ekipa - w tym świnka Rosita, jeżozwierzyca Ash, goryl Johnny i nieśmiała słonica Meena i oczywiście niezwyły Gunter muszą zwrócić uwagę światowej sławy agencji - Crystal Entertainment, prowadzonej przez bezwzględnego wilka – Jimmy’ego Crystala. W desperackiej próbie zwrócenia uwagi Pana Crystala, Gunter wpada na pomysł i obiecuje, że w ich nowym spektaklu wystąpi legenda rocka-lew, Clay. Oczywiście pomysł podoba się Busterowi. Problem w tym, że Clay po stracie żony od ponad dekady zamknął się z dala od świata i nikt go nie widział. Buster wyrusza na poszukiwanie lwa i przekonania go do powrotu na scenę. Marzenie Bustera o wielkim sukcesie staje się jednocześnie emocjonalnym przypomnieniem mocy muzyki, która leczy nawet najbardziej złamane serce.;https://ftmp.helios.pl/Get/file/mvpstr/22307/1639579285,https://ftmp.helios.pl/Get/file/mvpic/105584/1635959062,https://ftmp.helios.pl/Get/file/mvpic/105585/1635959083,https://ftmp.helios.pl/Get/file/mvpic/105586/1635959100,https://ftmp.helios.pl/Get/file/mvpic/105587/1635959118,https://ftmp.helios.pl/Get/file/mvpic/105588/1635959131,https://ftmp.helios.pl/Get/file/mvpic/105589/1635959149,https://ftmp.helios.pl/Get/file/mvpic/105590/1635959475,https://ftmp.helios.pl/Get/file/mvpic/105591/1635959516,https://ftmp.helios.pl/Get/file/mvpic/105592/1635959553,https://ftmp.helios.pl/Get/file/mvpic/105593/1635959664
395;FILMOWE PORANKI: 44 Koty, cz. 10;27,90 zł;22,68 zł;Nowy Sącz Helios;"-<br><br>Reżyseria:<br>-<br><br>Gatunek: -<br><br>Scenariusz:<br>-<br><br>Obsada:<br>-<br><br>Opis:<br>Zapraszamy na kolejną porcję filmowych niespodzianek w nowej odsłonie - Filmowe Poranki: 44 Koty, cz. 10, w niedzielę 16 stycznia o godz. 10:30.Zaprezentujemy zestaw bajek:Powietrzne podchody,Deszczowy dzień,Gra w kocikosza,Skarb Kotobrodego,Hipcia Mara.„44 koty” to włoski serial animowany dla najmłodszych widzów. Jest to bajka o codziennych perypetiach czterech kotów: Lampo, Milady, Pilou oraz Klopsika, którzy razem tworzą muzyczny zespół - Arcykoty. Pokazy swoich wokalnych umiejętności dają w garażu, który odwiedza ich wielu kocich przyjaciół, wraz z którymi przeżywają niebywałe przygody. Arcykoty są bardzo przyjazne, lubią pomagać innym i zawsze są gotowe do poświęceń, jest to zatem bajka, która nie tylko bawi, ale także uczy małych kinonamów.Projekcję Filmowych Poranków poprzedzają konkursy i zabawy na sali kinowej.Uczestnicy Filmowych Poranków!Każdy z Was może wziąć udział w naszej nowej zabawie: Łamigłówki HelioSówki! W ramach Łamigłówek będziemy rozwiązywać zagadki, poznawać ciekawostki i brać udział w ciekawych konkursach. Zadania, które przed nami stoją, wymagają spostrzegawczości, refleksu, sprawności, a przede wszystkim dużo dobrych chęci. Więc do dzieła!Każdy młody uczestnik Filmowych Poranków otrzymuje kartę Łamigłówki HelioSówki, a na każdym spotkaniu będzie zdobywał pieczątki za rozwiązane zagadek i udział w konkursach.  Za 8 zdobytych pieczątek czeka na Was wyjątkowa odznaka HelioSówki – potwierdzająca zdobyte umiejętności! Baw się z nami i zdobądź brązową, srebrną i złotą odznakę HelioSówki!Cykl Filmowych Poranków w Kinie Helios odbywa się w co drugą niedzielę miesiąca we wszystkich kinach ogólnopolskiej sieci kin Helios, zawsze o godzinie 10:30. Przeznaczony jest dla dzieci w wieku od 3 lat w towarzystwie opiekunów. Każde spotkanie rozpoczynają kilkunastominutowe konkursy z atrakcyjnymi nagrodami.Scenariusz wydarzenia:zabawy i konkursy z animatorem [10-15 min]projekcja - zestaw bajek lub film [50-60 min]Specyfika seansu filmowego:dźwięk ściszony w stosunku do standardowej głośnościpozostawione na cały seans przyciemnione światła na sali [półmrok]Po seansie każdy uczestnik otrzyma ""balonowy"" upominek.Zapraszamy również na kolejne Filmowe Poranki w dniu 30 stycznia o godzinie 10:30! Tym razem zaprezentujemy zestaw bajek z serii Tomek i Przyjaciele.Więcej aktualności, konkursów i relacji fotograficznych dostępnych jest na profilu FB Helios Dla Dzieci.";https://ftmp.helios.pl/Get/file/mvpstr/22996/1641394215
396;KURIER FRANCUSKI Z LIBERTY, KANSAS EVENING SUN / napisy;27,90 zł;22,68 zł;Nowy Sącz Helios;"Czas trwania: 108 min.Od lat: 15Produkcja: Niemcy/USA [2021], Premiera: 19.11.2021 (Polska)<br><br>Reżyseria:<br>Wes Anderson<br><br>Gatunek: ['Komedia', 'Romans']<br><br>Scenariusz:<br>Wes Anderson<br><br>Obsada:<br>Elisabeth Moss, Timothee Chalamet, Saoirse Ronan<br><br>Opis:<br>Film jest opisywany jako list miłosny do dziennikarzy umieszczony w placówce amerykańskiej gazety w fikcyjnym XX-wiecznym francuskim mieście, w którym powstaje zbiór opowiadań opublikowanych w tytułowym magazynie ""The French Dispatch"".";https://ftmp.helios.pl/Get/file/mvpstr/22916/1639661307,https://ftmp.helios.pl/Get/file/mvpic/106503/1639661307,https://ftmp.helios.pl/Get/file/mvpic/106504/1639661307,https://ftmp.helios.pl/Get/file/mvpic/106505/1639661307,https://ftmp.helios.pl/Get/file/mvpic/106506/1639661307,https://ftmp.helios.pl/Get/file/mvpic/106507/1639661307,https://ftmp.helios.pl/Get/file/mvpic/106508/1639661307,https://ftmp.helios.pl/Get/file/mvpic/106509/1639661307,https://ftmp.helios.pl/Get/file/mvpic/106510/1639661307,https://ftmp.helios.pl/Get/file/mvpic/106511/1639661307,https://ftmp.helios.pl/Get/file/mvpic/106512/1639661307
397;ŚMIERĆ ZYGIELBOJMA / napisy;27,90 zł;22,68 zł;Nowy Sącz Helios;Czas trwania: 86 min.Od lat: 13Produkcja: Polska [2021], Premiera: 05.11.2021 (Polska)<br><br>Reżyseria:<br>Ryszard Brylski<br><br>Gatunek: ['Dramat', 'Biograficzny']<br><br>Scenariusz:<br>Ryszard Brylski, Wojciech Lepianka<br><br>Obsada:<br>Jack Roth, Wojciech Mecwaldowski, Karolina Gruszka<br><br>Opis:<br>Opowieść o tragicznych losach żydowskiego działacza politycznego, który 12 maja 1943 roku popełnił w Londynie samobójstwo. Jego czyn miał być protestem przeciwko bezczynności świata wobec tragedii Holocaustu. Historia opowiedziana z perspektywy młodego brytyjskiego dziennikarza, który podobnie jak większość ówczesnych ludzi zachodniego świata nie zdawał sobie sprawy ze skali dokonującej się na wschodzie ówczesnej Europy zbrodni.;https://ftmp.helios.pl/Get/file/mvpstr/22921/1639746639,https://ftmp.helios.pl/Get/file/mvpic/106537/1639746639,https://ftmp.helios.pl/Get/file/mvpic/106538/1639746639,https://ftmp.helios.pl/Get/file/mvpic/106539/1639746639,https://ftmp.helios.pl/Get/file/mvpic/106540/1639746639,https://ftmp.helios.pl/Get/file/mvpic/106541/1639746639
398;KONIEC ŚWIATA czyli KOGEL MOGEL 4;27,90 zł;22,68 zł;Olsztyn Helios;Czas trwania: 96 min.Od lat: 13Produkcja: Polska [2022], Premiera: 07.01.2022 (Polska)<br><br>Reżyseria:<br>Anna Wieczur-Bluszcz<br><br>Gatunek: ['Komedia']<br><br>Scenariusz:<br>Ilona Łepkowska<br><br>Obsada:<br>Nikodem Rozbicki, Aleksandra Hamkało, Maciej Zakościelny<br><br>Opis:<br>Miłość Agnieszki i Marcina rozkwita, podobnie jak Kasi i profesora Wolańskiego. Babcia Solska marzy już tylko o ślubie jedynego wnusia… Jednak na drodze do szczęścia młodego Zawady staje jego dawna kochanka, Bożenka. Wolańska postanawia radykalnie odmienić swoje życie i znika w tajemniczych okolicznościach. Spokój Piotrusia i Marlenki burzy niespodziewana wizyta mamusi zza oceanu… A pewne bardzo kompromitujące zdjęcia uruchamiają prawdziwą lawinę zdarzeń. Szykuje się prawdziwy koniec świata!;https://ftmp.helios.pl/Get/file/mvpstr/22306/1637748063,https://ftmp.helios.pl/Get/file/mvpic/105580/1635955092,https://ftmp.helios.pl/Get/file/mvpic/105581/1635955115,https://ftmp.helios.pl/Get/file/mvpic/105583/1635955158,https://ftmp.helios.pl/Get/file/mvpic/106619/1640103194,https://ftmp.helios.pl/Get/file/mvpic/106622/1640103243,https://ftmp.helios.pl/Get/file/mvpic/106623/1640103249,https://ftmp.helios.pl/Get/file/mvpic/106624/1640103256,https://ftmp.helios.pl/Get/file/mvpic/106625/1640103354,https://ftmp.helios.pl/Get/file/mvpic/106626/1640103362,https://ftmp.helios.pl/Get/file/mvpic/106627/1640103368,https://ftmp.helios.pl/Get/file/mvpic/106628/1640103381
399;KING’S MAN: Pierwsza misja / napisy;27,90 zł;22,68 zł;Olsztyn Helios;Czas trwania: 131 min.Od lat: 15Produkcja: Wlk. Brytania/USA [2020], Premiera: 05.01.2022 (Polska)<br><br>Reżyseria:<br>Matthew Vaughn<br><br>Gatunek: ['Komedia', 'Akcja', 'Kryminał']<br><br>Scenariusz:<br>Karl Gajdusek, Matthew Vaughn<br><br>Obsada:<br>Matthew Goode, Gemma Arterton, Aaron Taylor-Johnson<br><br>Opis:<br>Gdy najgorsi w historii tyrani i zbrodnicze umysły łączą się, by opracować plan wojny, która zniesie z powierzchni Ziemi miliony istnień, jeden człowiek musi podjąć wyścig z czasem, aby ich powstrzymać. Odkryj początki pierwszej niezależnej agencji wywiadowczej w filmie „King’s Man: Pierwsza misja”;https://ftmp.helios.pl/Get/file/mvpstr/18691/1639387922,https://ftmp.helios.pl/Get/file/mvpic/99126/1589814450,https://ftmp.helios.pl/Get/file/mvpic/99127/1589814464,https://ftmp.helios.pl/Get/file/mvpic/99128/1589814478,https://ftmp.helios.pl/Get/file/mvpic/99129/1589814491,https://ftmp.helios.pl/Get/file/mvpic/99130/1589814504,https://ftmp.helios.pl/Get/file/mvpic/99131/1589814518,https://ftmp.helios.pl/Get/file/mvpic/99132/1589814537,https://ftmp.helios.pl/Get/file/mvpic/99133/1589814553,https://ftmp.helios.pl/Get/file/mvpic/99134/1589814566,https://ftmp.helios.pl/Get/file/mvpic/99135/1589814583
400;CLIFFORD. Wielki czerwony pies / familijny / od 6 lat / dubbing;27,90 zł;22,68 zł;Olsztyn Helios;Czas trwania: 96 min.Od lat: 6Produkcja: USA/Kanada/Wlk. Brytania [2021], Premiera: 03.12.2021 (Polska)<br><br>Reżyseria:<br>Walt Becker<br><br>Gatunek: ['Komedia', 'Przygodowy', 'Familijny']<br><br>Scenariusz:<br>David Ronn, Jay Scherick, Blaise Hemingway<br><br>Obsada:<br>Darby Camp, Jack Whitehall, Izaac Wang<br><br>Opis:<br>Ośmioletnia dziewczynka, Emily Elizabeth marzy o tym, aby jej maleńki, czerwony szczeniak urósł i był silny, nie spodziewa się jednak, że budząc się pewnego ranka znajdzie wielkiego psa w swoim małym mieszkaniu w Nowym Jorku. Emily za wszelką cenę chce, aby ukochany zwierzak został z nią. Postanawia znaleźć czarodzieja, który, przywróci Clifforda do normalnego rozmiaru. Na poszukiwania udaje się ze swoim wujem Caseyem i szkolnym kolegą Owenem. Clifford wzbudza powszechne zaciekawienie. Przyciąga również uwagę złego naukowca, który chce aby Clifford został jego psem.;https://ftmp.helios.pl/Get/file/mvpstr/21353/1636111146,https://ftmp.helios.pl/Get/file/mvpic/103873/1629798230,https://ftmp.helios.pl/Get/file/mvpic/103874/1629798267,https://ftmp.helios.pl/Get/file/mvpic/103875/1629798288,https://ftmp.helios.pl/Get/file/mvpic/103876/1629798305,https://ftmp.helios.pl/Get/file/mvpic/103877/1629798320,https://ftmp.helios.pl/Get/file/mvpic/103878/1629798341,https://ftmp.helios.pl/Get/file/mvpic/103880/1629798403
401;DZIEWCZYNY Z DUBAJU®;27,90 zł;22,68 zł;Olsztyn Helios;Czas trwania: 146 min.Od lat: 16Produkcja: Polska [2021], Premiera: 26.11.2021 (Polska)<br><br>Reżyseria:<br>Maria Sadowska<br><br>Gatunek: ['Dramat', 'Biograficzny', 'Kryminał']<br><br>Scenariusz:<br>Mitja Okorn<br><br>Obsada:<br>Paulina Gałązka, Katarzyna Figura, Katarzyna Sawczuk<br><br>Opis:<br>Oparte na prawdziwych wydarzeniach „Dziewczyny z Dubaju®” zdemaskują hipokryzję polskiego show biznesu i ujawnią całą prawdę na temat tzw. „afery dubajskiej”, w którą zamieszane były zarówno celebrytki i modelki, jak również wiele znanych postaci ze świata polityki, biznesu, czy sportu.;https://ftmp.helios.pl/Get/file/mvpstr/21748/1634121191,https://ftmp.helios.pl/Get/file/mvpic/104842/1633523600,https://ftmp.helios.pl/Get/file/mvpic/104843/1633523625,https://ftmp.helios.pl/Get/file/mvpic/104844/1633523680,https://ftmp.helios.pl/Get/file/mvpic/104947/1633627744,https://ftmp.helios.pl/Get/file/mvpic/104948/1633627763,https://ftmp.helios.pl/Get/file/mvpic/104949/1633627782,https://ftmp.helios.pl/Get/file/mvpic/104950/1633627800,https://ftmp.helios.pl/Get/file/mvpic/104951/1633627819,https://ftmp.helios.pl/Get/file/mvpic/104952/1633627851,https://ftmp.helios.pl/Get/file/mvpic/104953/1633627870,https://ftmp.helios.pl/Get/file/mvpic/104954/1633627889,https://ftmp.helios.pl/Get/file/mvpic/104955/1633627905
402;LICORICE PIZZA / napisy;27,90 zł;22,68 zł;Olsztyn Helios;Czas trwania: 133 min.Od lat: 15Produkcja: USA [2021], Premiera: 31.12.2021 (Polska)<br><br>Reżyseria:<br>Paul Thomas Anderson<br><br>Gatunek: ['Obyczajowy']<br><br>Scenariusz:<br>Paul Thomas Anderson<br><br>Obsada:<br>Alana Haim, Cooper Hoffman, Bradley Cooper, Sean Penn, Tom Waits, John C. Reilly, Maya Rudolph<br><br>Opis:<br>„Licorice Pizza” to najnowszy film wybitnego Paula Thomasa Andersona, reżysera takich produkcji jak „Nić widmo”, „Boogie Nights” czy „Mistrz”. Historia toczy się na początku lat siedemdziesiątych w dobie wolności, eklektycznej mody i rewolucyjnej muzyki. Ukazane z ogromną czułością i sentymentem do epoki, szczenięce zauroczenie dorastających w Los Angeles Alany i Gary’ego rozwija się na tle powstawania pierwszych filmowych mega produkcji w Fabryce Snów i wielkich przemian kulturowych czasu wolnej miłości. Oprócz debiutujących Alany Haim i Coopera Hoffmana (syna nieodżałowanego Philipa Seymoura Hoffmana) w filmie występują również: Bradley Cooper, Sean Penn, Tom Waits, John C. Reilly, Maya Rudolph i inni.;https://ftmp.helios.pl/Get/file/mvpstr/22775/1639064711,https://ftmp.helios.pl/Get/file/mvpic/106282/1639063159,https://ftmp.helios.pl/Get/file/mvpic/106286/1639063255,https://ftmp.helios.pl/Get/file/mvpic/106287/1639063344,https://ftmp.helios.pl/Get/file/mvpic/106288/1639063507,https://ftmp.helios.pl/Get/file/mvpic/106289/1639063914,https://ftmp.helios.pl/Get/file/mvpic/106290/1639063764,https://ftmp.helios.pl/Get/file/mvpic/106291/1639063784,https://ftmp.helios.pl/Get/file/mvpic/106292/1639063801,https://ftmp.helios.pl/Get/file/mvpic/106293/1639063818,https://ftmp.helios.pl/Get/file/mvpic/106713/1640770470
